pitcher_id,pitcher_trackman_id,exact_game_count,second_tm_id,second_exact_games,margin,ratio,n_candidates
23618,64198,4,60634.0,1,3,4.0,4
23615,68453,4,50641.0,1,3,4.0,8
22579,62595,4,,0,4,inf,1
24094,51306,4,69134.0,1,3,4.0,2
24105,51297,4,67119.0,1,3,4.0,3
23115,65827,4,51454.0,1,3,4.0,6
22548,62648,4,62655.0,1,3,4.0,6
22815,66103,4,50992.0,1,3,4.0,3
24107,51299,4,65844.0,1,3,4.0,3
23922,50613,3,67454.0,1,2,3.0,3
23908,50811,3,,0,3,inf,1
24498,54802,3,51895.0,1,2,3.0,8
23967,50900,3,68403.0,1,2,3.0,3
24247,52714,3,,0,3,inf,1
22305,61891,3,63103.0,1,2,3.0,3
24559,640444,3,,0,3,inf,1
24338,53203,3,,0,3,inf,1
24281,52417,3,50556.0,1,2,3.0,5
22345,61208,3,50563.0,1,2,3.0,4
23729,68209,3,64995.0,1,2,3.0,6
24184,52396,3,52060.0,1,2,3.0,4
24229,52203,3,66018.0,1,2,3.0,2
24244,52702,3,53006.0,1,2,3.0,4
24048,51564,3,66801.0,1,2,3.0,4
24084,51901,3,,0,3,inf,1
24446,53897,3,,0,3,inf,1
22836,64267,3,63348.0,1,2,3.0,3
24135,51702,3,74857.0,1,2,3.0,2
23175,66039,3,64464.0,1,2,3.0,4
23874,50412,3,,0,3,inf,1
23879,64498,3,,0,3,inf,1
24104,51296,3,,0,3,inf,1
23794,68068,3,51809.0,1,2,3.0,5
23305,67606,3,50662.0,1,2,3.0,8
24201,52902,3,67956.0,1,2,3.0,3
24181,52391,3,53562.0,1,2,3.0,3
23302,67604,3,,0,3,inf,1
23754,69391,3,60339.0,1,2,3.0,15
24566,54608,3,50812.0,1,2,3.0,5
23950,50294,2,51301.0,1,1,2.0,3
23943,50708,2,,0,2,inf,1
23446,68391,2,60339.0,1,1,2.0,5
22763,62908,2,51301.0,1,1,2.0,7
24015,51104,2,51867.0,1,1,2.0,6
23984,50395,2,76650.0,1,1,2.0,2
23921,50604,2,52060.0,1,1,2.0,5
22985,65703,2,,0,2,inf,1
24065,51462,2,,0,2,inf,1
24478,54504,2,,0,2,inf,1
23485,68093,2,,0,2,inf,1
24533,54215,2,,0,2,inf,1
24535,54217,2,,0,2,inf,1
24631,641778,2,,0,2,inf,1
24097,595001,2,,0,2,inf,1
22881,66398,2,,0,2,inf,1
24433,53005,2,51897.0,1,1,2.0,3
24449,53805,2,63749.0,1,1,2.0,4
24259,52003,2,,0,2,inf,1
24258,52007,2,50360.0,1,1,2.0,4
24198,52995,2,,0,2,inf,1
24203,52905,2,,0,2,inf,1
24450,53806,2,50206.0,1,1,2.0,4
23765,65801,2,,0,2,inf,1
24170,52895,2,51592.0,1,1,2.0,5
24131,51796,2,,0,2,inf,1
23763,69860,2,61895.0,1,1,2.0,5
24340,668766,2,,0,2,inf,1
22156,79535,2,,0,2,inf,1
22203,60255,2,64995.0,1,1,2.0,5
22551,63619,2,,0,2,inf,1
23624,68201,2,61411.0,1,1,2.0,6
22349,61565,2,62360.0,1,1,2.0,6
22250,60264,2,50712.0,1,1,2.0,6
23670,64501,2,50706.0,1,1,2.0,3
24246,52703,2,50710.0,1,1,2.0,12
23714,64769,2,,0,2,inf,1
24380,53596,2,,0,2,inf,1
24333,53297,2,66018.0,1,1,2.0,4
24262,52005,2,52809.0,1,1,2.0,3
24267,52659,2,63464.0,1,1,2.0,2
24602,54610,2,67539.0,1,1,2.0,2
24518,54906,2,,0,2,inf,1
24621,54014,2,51299.0,1,1,2.0,7
24552,54705,2,,0,2,inf,1
24609,54094,2,64596.0,1,1,2.0,2
23520,68409,2,62242.0,1,1,2.0,2
23516,68406,2,,0,2,inf,1
23591,68908,2,51516.0,1,1,2.0,3
24633,657770,2,,0,2,inf,1
23575,64496,1,77927.0,1,0,1.0,2
23537,68804,1,,0,1,inf,1
21624,74543,1,76430.0,1,0,1.0,2
24618,54013,1,68092.0,1,0,1.0,2
24605,54221,1,,0,1,inf,1
23693,69737,1,,0,1,inf,1
23682,68592,1,,0,1,inf,1
23652,69643,1,,0,1,inf,1
24276,52440,1,,0,1,inf,1
23352,65206,1,,0,1,inf,1
23348,493193,1,,0,1,inf,1
23324,64889,1,,0,1,inf,1
24293,52711,1,,0,1,inf,1
24394,53615,1,,0,1,inf,1
24374,53540,1,,0,1,inf,1
24370,572143,1,,0,1,inf,1
24358,53701,1,,0,1,inf,1
22332,61700,1,65062.0,1,0,1.0,3
24254,52065,1,62363.0,1,0,1.0,4
24156,52168,1,,0,1,inf,1
24213,52560,1,69159.0,1,0,1.0,2
24202,52901,1,,0,1,inf,1
23267,67989,1,,0,1,inf,1
23262,67944,1,,0,1,inf,1
22524,63235,1,,0,1,inf,1
24168,52864,1,69158.0,1,0,1.0,2
23194,66956,1,,0,1,inf,1
24151,649963,1,,0,1,inf,1
23117,61896,1,,0,1,inf,1
23116,65464,1,67421.0,1,0,1.0,4
23107,61557,1,75867.0,1,0,1.0,2
23777,69994,1,,0,1,inf,1
23885,50594,1,,0,1,inf,1
23884,50573,1,,0,1,inf,1
23873,50413,1,,0,1,inf,1
24420,53409,1,,0,1,inf,1
23444,68362,1,,0,1,inf,1
24036,51597,1,,0,1,inf,1
22786,65661,1,,0,1,inf,1
22739,64504,1,,0,1,inf,1
24073,51411,1,,0,1,inf,1
23920,50622,1,51201.0,1,0,1.0,3
24045,51592,1,,0,1,inf,1
23912,50818,1,,0,1,inf,1
23091,65702,1,68269.0,1,0,1.0,2
23041,64960,1,,0,1,inf,1
23023,66444,1,,0,1,inf,1
23923,50641,1,63749.0,1,0,1.0,5
23476,68050,1,73738.0,1,0,1.0,3
24451,53808,1,,0,1,inf,1
21170,71837,1,74857.0,1,0,1.0,2
24625,54616,1,,0,1,inf,1
21857,76540,1,,0,1,inf,1
24597,54403,1,,0,1,inf,1
24596,54401,1,,0,1,inf,1
24591,54406,1,,0,1,inf,1
24585,54505,1,65062.0,1,0,1.0,3
